epoch,train_accuracy,test_accuracy,training_time,inference_time
1,74.69375000000001,74.845,52.373048067092896,7.190079689025879
2,81.9075,81.785,42.329669713974,7.088265657424927
3,86.08125,86.24000000000001,40.420708417892456,6.7602362632751465
4,90.7275,90.44,39.016035318374634,6.631241083145142
5,92.13625,91.77,38.224462032318115,6.661198854446411
6,94.9075,94.52000000000001,37.72626209259033,6.663241147994995
7,95.27,94.92,37.02613878250122,6.58515739440918
8,89.5075,89.325,36.36761951446533,6.54441499710083
9,90.82249999999999,90.53,36.19068908691406,6.580678224563599
10,94.20500000000001,94.22,35.64511275291443,6.636037588119507
11,97.16749999999999,96.895,35.5626118183136,6.49711275100708
12,96.7075,96.71,35.22867012023926,6.5881853103637695
13,97.265,97.07000000000001,35.43743968009949,6.607544183731079
14,98.33375,98.105,34.86742281913757,6.4510321617126465
15,97.92,97.655,34.22510623931885,6.433536529541016
16,99.02875,98.875,34.077043533325195,6.4666588306427
17,98.2,98.09,34.075828552246094,6.465439081192017
18,99.20375,99.07000000000001,33.68278884887695,6.412712812423706
19,98.8475,98.785,33.34146428108215,6.554267644882202
20,99.64874999999999,99.64,33.441527366638184,6.567062854766846
21,99.79249999999999,99.75,33.51034951210022,6.5750203132629395
22,99.57625,99.535,33.24775552749634,6.4654762744903564
23,99.9075,99.935,32.78082036972046,6.409460544586182
24,99.86,99.85000000000001,32.4547016620636,6.381701707839966
25,99.65125,99.66000000000001,32.85151791572571,6.379157781600952
26,99.85374999999999,99.85000000000001,32.594879388809204,6.3825600147247314
27,99.92875,99.925,32.43568396568298,6.397209167480469
28,99.9425,99.92,32.645201206207275,6.412067174911499
29,99.94375,99.96000000000001,32.80392646789551,6.495635509490967
30,99.8575,99.8,32.4775071144104,6.48068642616272
31,99.9475,99.92999999999999,32.317206144332886,6.348774194717407
32,99.95375,99.885,32.195329427719116,6.396029472351074
33,99.96125,99.96000000000001,32.203829288482666,6.47791600227356
34,99.9825,99.985,32.379480600357056,6.4137396812438965
35,99.98625,99.98,32.29280376434326,6.444326400756836
36,99.9875,99.995,32.559977769851685,6.468080997467041
37,99.97500000000001,99.96000000000001,32.63705325126648,6.480377435684204
38,99.94625,99.91499999999999,32.51748013496399,6.584808588027954
39,99.89875,99.85000000000001,32.63941264152527,6.542846441268921
40,99.98375,99.995,32.27752351760864,6.511501789093018
41,99.99749999999999,99.995,32.552003622055054,6.614558935165405
42,99.96625,99.96000000000001,32.27454447746277,6.507155656814575
43,99.99125,99.97500000000001,32.3316433429718,6.356827735900879
44,99.9625,99.97500000000001,32.13591170310974,6.461971759796143
45,99.91,99.92999999999999,32.174010276794434,6.504058122634888
46,99.9025,99.875,32.57836174964905,6.618617057800293
47,99.93875,99.91,32.64306855201721,6.500009775161743
48,99.92375,99.885,32.40449595451355,6.504889488220215
49,99.9425,99.955,32.33622717857361,6.585512399673462
50,99.985,99.96000000000001,32.17009449005127,6.547571897506714
51,99.88749999999999,99.85000000000001,32.06208372116089,6.4092018604278564
52,99.98,99.965,31.983439683914185,6.5251305103302
53,99.98375,99.96000000000001,32.36228013038635,6.4507904052734375
54,99.99125,99.995,32.20615243911743,6.605207443237305
55,99.98375,99.955,31.8132905960083,6.331615447998047
56,99.97125,99.98,31.772656440734863,6.485410690307617
57,99.84375,99.835,31.61383056640625,6.503725290298462
58,99.97749999999999,99.98,31.687748432159424,6.469719171524048
59,99.98875000000001,99.97,31.782724142074585,6.527283191680908
60,99.97500000000001,99.96000000000001,31.77979302406311,6.388001203536987
