epoch,train_accuracy,test_accuracy,training_time,inference_time
1,64.29375,62.86000000000001,349.25172686576843,68.44985055923462
2,65.3725,63.685,333.22480821609497,66.05583310127258
3,67.8725,65.28500000000001,328.84468960762024,67.74840760231018
4,68.9825,66.41,326.6605615615845,69.74426293373108
5,69.34125,65.77,324.1998951435089,68.10554647445679
6,68.06125,65.63,323.6092004776001,71.40077233314514
7,69.97625,67.155,322.52281379699707,65.626944065094
8,70.60125000000001,67.605,321.0428087711334,65.90797543525696
9,70.9875,67.10000000000001,320.7252426147461,65.64043545722961
10,71.09124999999999,66.835,319.86995577812195,65.79149627685547
11,71.19125,67.12,319.21092987060547,65.85159993171692
12,67.71374999999999,64.42999999999999,318.4584686756134,65.18814730644226
13,71.4375,67.12,318.25545263290405,65.2385025024414
14,71.55375000000001,66.905,320.11254835128784,65.51708483695984
15,70.66125,67.08,317.7109272480011,65.36780095100403
16,70.67750000000001,66.77499999999999,317.2567057609558,65.35045742988586
17,71.2925,67.21000000000001,316.6300439834595,71.40963888168335
18,69.98375,66.08500000000001,317.5169401168823,66.2868058681488
19,71.1125,67.01,316.1939251422882,65.30664443969727
20,72.22125,68.11500000000001,317.16975235939026,67.22068381309509
21,71.87625,67.58999999999999,316.52167677879333,65.51044178009033
22,71.8175,67.32000000000001,315.48266649246216,65.73918962478638
23,71.59875,67.19500000000001,315.3976182937622,65.02503681182861
24,67.13375,64.12,314.87233090400696,65.45304918289185
25,72.57625,68.11500000000001,314.6219289302826,65.21785521507263
26,72.7225,68.095,314.3294324874878,65.20916152000427
27,72.9525,68.07,314.97258162498474,65.88350749015808
28,72.26375,67.915,314.48909854888916,65.18388843536377
29,72.11,67.50500000000001,313.8991641998291,67.93550252914429
30,71.69250000000001,67.085,313.70549964904785,65.13911366462708
31,72.86875,67.635,314.0827536582947,65.30854320526123
32,73.03625,67.755,313.53841948509216,65.33538436889648
33,72.95,67.88499999999999,313.4979655742645,65.03861784934998
34,72.17750000000001,67.705,314.14851355552673,65.26992893218994
35,72.1075,67.38,312.920458316803,65.50506401062012
36,73.11,68.135,313.6604311466217,65.17335677146912
37,72.55375,67.795,313.0777094364166,65.41571831703186
38,73.4,68.14,313.3321771621704,67.780517578125
39,73.05874999999999,67.935,312.2417149543762,64.99793314933777
40,72.42375,67.28,311.9940936565399,65.23311638832092
41,72.6275,67.21000000000001,312.1064975261688,65.25295400619507
42,72.14125,67.07499999999999,312.1784737110138,64.8573670387268
43,73.64874999999999,68.27,312.72553873062134,65.12220096588135
44,73.15875,67.455,312.17216634750366,65.91538619995117
45,73.55000000000001,67.62,312.7638556957245,65.57318329811096
46,71.45375,66.42,311.72545170783997,71.65626811981201
47,72.985,67.305,311.8725233078003,64.95447635650635
48,74.41125,68.465,311.10952711105347,65.06372427940369
49,71.90125,66.88499999999999,310.9132227897644,65.05274820327759
50,74.00999999999999,68.545,310.79676699638367,65.19888019561768
51,73.95375,68.06,311.2711617946625,65.29431080818176
52,73.93375,67.875,311.6652925014496,65.22301578521729
53,73.5125,67.425,310.9751944541931,66.98205065727234
54,72.73125,67.33,311.2100353240967,65.41735124588013
55,73.685,67.58999999999999,310.00120425224304,65.27666568756104
56,70.375,65.77,310.5147566795349,65.07611393928528
57,72.99875,67.715,311.4193003177643,65.48405194282532
58,73.88625,68.11500000000001,311.0416581630707,65.60718631744385
59,71.8875,66.375,311.3110201358795,65.11462712287903
60,73.73875,67.945,310.7445216178894,64.8955991268158
61,72.39999999999999,66.67,310.25599455833435,65.14071869850159
62,71.05625,65.92,310.5247690677643,65.02334547042847
63,71.9075,66.25999999999999,309.5599989891052,64.8051335811615
64,70.10125000000001,64.91,310.2269358634949,65.41173911094666
65,74.5125,68.47999999999999,309.8050100803375,65.06518697738647
66,73.53,67.435,310.2127859592438,65.01698780059814
67,74.42875,68.035,310.5926537513733,65.08886647224426
68,73.71124999999999,67.49000000000001,310.64303398132324,64.9867570400238
69,74.58375000000001,68.145,310.70400166511536,65.07077836990356
70,73.85374999999999,68.245,312.23736095428467,65.39300680160522
71,74.26625,67.62,312.0891172885895,65.35811185836792
72,72.71125,66.985,309.42964363098145,65.49596405029297
73,69.5725,64.865,308.8628463745117,65.05820751190186
74,73.3575,67.30000000000001,309.1555233001709,65.50992155075073
75,72.8475,66.975,310.94545698165894,65.42371129989624
76,66.60625,62.625,308.7801134586334,65.05419087409973
77,74.56875,67.74,308.0961503982544,64.87568879127502
78,70.52875,64.92,308.9061367511749,67.6672842502594
79,74.49,68.06,308.6434531211853,64.92262721061707
80,74.79875,67.86999999999999,308.4440155029297,65.19032979011536
81,74.63875,67.64,308.48296642303467,65.45170783996582
82,75.26625,68.245,307.7600848674774,64.88435792922974
83,74.47625,67.73,308.16818022727966,65.02542996406555
84,75.3875,68.4,311.3376166820526,65.06129503250122
85,75.13374999999999,67.955,311.11388421058655,64.96621656417847
86,75.61250000000001,68.445,307.7568209171295,64.8501648902893
87,70.005,64.41,307.92085242271423,64.92887115478516
88,75.41875,68.06,308.9960882663727,65.42816662788391
89,75.2175,68.645,308.34345412254333,65.00107550621033
90,74.90625,68.445,308.73545503616333,65.3456404209137
91,73.515,67.25999999999999,308.3848166465759,65.2938380241394
92,73.42,67.065,307.5396366119385,64.91922211647034
93,73.4325,67.41,308.1064670085907,65.13808155059814
94,70.97250000000001,65.9,307.6182613372803,65.68831515312195
95,71.43875,65.795,308.40443301200867,65.20899510383606
96,73.81875,67.49000000000001,308.8889067173004,65.14727520942688
97,75.32375,68.235,308.3832242488861,65.82238483428955
98,74.33875,67.43,307.1653583049774,64.91828918457031
99,74.3,67.935,307.30710768699646,67.51826858520508
100,74.59875,67.865,309.6558618545532,65.75855016708374
101,74.7175,67.675,309.2329092025757,65.39233636856079
102,75.50125,68.51,308.16947054862976,64.86686134338379
103,75.685,68.78,307.26357913017273,64.7586612701416
104,73.5275,67.135,307.59804368019104,65.3621621131897
105,74.71875,67.81,307.892701625824,64.98267245292664
106,75.515,68.895,306.87675166130066,64.72058534622192
107,75.43125,68.195,306.7196877002716,64.98068642616272
108,72.33500000000001,66.705,306.95373272895813,64.88166284561157
109,72.6175,66.215,307.2120316028595,64.89005374908447
110,75.08875,68.235,306.69487619400024,65.11818552017212
111,74.61375,67.855,306.85620951652527,65.3143470287323
112,74.31125,67.97999999999999,306.9483208656311,65.0083327293396
113,75.45125,67.925,306.4926929473877,64.84443354606628
114,75.60375,68.085,306.8404793739319,64.98072671890259
115,75.3775,68.065,306.7932538986206,64.80809235572815
116,75.70625,68.145,307.27326011657715,64.97917056083679
117,75.46125,68.13,309.2072319984436,65.49521040916443
118,75.2,68.03,308.5972366333008,65.31290078163147
119,73.52250000000001,66.935,307.97809386253357,64.96884202957153
120,75.10875,67.5,309.95424151420593,65.50993418693542
121,71.97625,65.95,309.41245436668396,65.40187072753906
122,75.28,68.575,306.55188488960266,64.81370210647583
123,75.03125,68.075,307.1651613712311,66.40586256980896
124,75.7175,68.27,306.9200885295868,65.06154537200928
125,75.30250000000001,67.88,307.1848940849304,65.24138021469116
126,73.32,67.13,309.34190034866333,65.18829250335693
127,70.51375,64.945,306.2634506225586,64.77529644966125
128,70.90625,65.615,306.1038701534271,64.76217603683472
129,72.1975,66.47,306.46894884109497,65.74650764465332
130,74.39375,67.425,307.6868848800659,65.50956559181213
131,76.21124999999999,68.28999999999999,306.1369297504425,64.68751072883606
